care.virtue,care.vice,authority.virtue,fairness.vice,fairness.virtue,loyalty.vice,loyalty.virtue,sanctity.virtue,authority.vice,sanctity.vice,moral_nonmoral_ratio,f_var
0.1,0.3,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.05361930294906166,0.015000000000000001
0.11428571428571428,0.2,0.37142857142857144,0.0,0.05714285714285714,0.0,0.2571428571428571,0.0,0.0,0.0,0.049019607843137254,0.017823129251700685
0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.03482587064676617,0.022902494331065764
0.0625,0.1875,0.125,0.0,0.0,0.0,0.4375,0.0625,0.0625,0.0625,0.04395604395604396,0.017534722222222226
0.05263157894736842,0.42105263157894735,0.05263157894736842,0.0,0.02631578947368421,0.02631578947368421,0.3684210526315789,0.02631578947368421,0.0,0.02631578947368421,0.09693877551020408,0.024592182209910742
0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.013937282229965157,0.05833333333333335
0.045454545454545456,0.13636363636363635,0.22727272727272727,0.0,0.0,0.0,0.4090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.06962025316455696,0.01735537190082645
0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.03278688524590164,0.013580246913580247
0.0,0.2222222222222222,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.04225352112676056,0.02318244170096022
0.0,0.25,0.4375,0.0,0.1875,0.0,0.0,0.0625,0.0,0.0625,0.05228758169934641,0.021875000000000006
0.3333333333333333,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.038461538461538464,0.020438957475994515
0.034482758620689655,0.034482758620689655,0.1724137931034483,0.0,0.0,0.034482758620689655,0.4482758620689655,0.0,0.13793103448275862,0.13793103448275862,0.09206349206349207,0.019143876337693225
0.05714285714285714,0.08571428571428572,0.2,0.0,0.02857142857142857,0.0,0.5142857142857142,0.0,0.02857142857142857,0.08571428571428572,0.109717868338558,0.02489795918367347
0.0,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0,0.0,0.05,0.01735537190082645
0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.45454545454545453,0.0,0.18181818181818182,0.0,0.07333333333333333,0.022865013774104683
0.0,0.2222222222222222,0.3333333333333333,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.04054054054054054,0.014951989026063102
0.027777777777777776,0.2222222222222222,0.1111111111111111,0.0,0.0,0.027777777777777776,0.2777777777777778,0.05555555555555555,0.2777777777777778,0.0,0.11145510835913312,0.01340877914951989
0.1,0.0,0.2,0.1,0.0,0.0,0.4,0.1,0.1,0.0,0.036101083032490974,0.015555555555555557
0.05555555555555555,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.0,0.08780487804878048,0.024554183813443077
0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,0.058823529411764705,0.0,0.47058823529411764,0.0,0.17647058823529413,0.0,0.08095238095238096,0.021568627450980395
0.0,0.13043478260869565,0.043478260869565216,0.0,0.043478260869565216,0.0,0.43478260869565216,0.043478260869565216,0.21739130434782608,0.08695652173913043,0.0696969696969697,0.018504515858013017
0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.03365384615384615,0.03650793650793652
0.0,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,0.09090909090909091,0.0,0.039285714285714285,0.015518824609733703
0.125,0.0,0.5,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.03404255319148936,0.027083333333333338
0.044444444444444446,0.06666666666666667,0.1111111111111111,0.0,0.08888888888888889,0.08888888888888889,0.4444444444444444,0.044444444444444446,0.0,0.1111111111111111,0.09394572025052192,0.016268861454046643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024096385542168676,0.0963855421686747,0.24096385542168675,0.0,0.14457831325301204,0.0,0.18072289156626506,0.25301204819277107,0.024096385542168676,0.03614457831325301,0.11976911976911978,0.009711133691392074
0.0,0.09523809523809523,0.3333333333333333,0.0,0.09523809523809523,0.0,0.0,0.42857142857142855,0.047619047619047616,0.0,0.11413043478260869,0.023910304862685815
0.0,0.08695652173913043,0.043478260869565216,0.0,0.21739130434782608,0.0,0.2608695652173913,0.0,0.34782608695652173,0.043478260869565216,0.04821802935010482,0.016404116782188612
0.14285714285714285,0.16666666666666666,0.11904761904761904,0.21428571428571427,0.09523809523809523,0.0,0.16666666666666666,0.07142857142857142,0.0,0.023809523809523808,0.13592233009708737,0.00564373897707231
0.0,0.21052631578947367,0.21052631578947367,0.0,0.05263157894736842,0.0,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.0,0.059006211180124224,0.010126192674669127
0.0,0.0847457627118644,0.23728813559322035,0.03389830508474576,0.15254237288135594,0.0,0.3559322033898305,0.03389830508474576,0.0847457627118644,0.01694915254237288,0.11281070745697896,0.013690191196654856
0.16666666666666666,0.4375,0.0625,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.10416666666666667,0.10416666666666667,0.0,0.0625,0.09302325581395349,0.01666666666666667
0.02564102564102564,0.11538461538461539,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.01282051282051282,0.08974358974358974,0.5897435897435898,0.01282051282051282,0.0,0.20689655172413793,0.031039520783110532
0.038461538461538464,0.3076923076923077,0.11538461538461539,0.0,0.0,0.038461538461538464,0.038461538461538464,0.38461538461538464,0.038461538461538464,0.038461538461538464,0.08024691358024691,0.01814595660749507
0.007462686567164179,0.14925373134328357,0.1865671641791045,0.0,0.04477611940298507,0.0,0.19402985074626866,0.3880597014925373,0.007462686567164179,0.022388059701492536,0.18980169971671387,0.016437711937823327
0.0,0.11904761904761904,0.19047619047619047,0.0,0.23809523809523808,0.0,0.16666666666666666,0.0,0.23809523809523808,0.047619047619047616,0.09333333333333334,0.010430839002267572
0.08333333333333333,0.4166666666666667,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0297029702970297,0.01666666666666667
0.07317073170731707,0.12195121951219512,0.3170731707317073,0.024390243902439025,0.0975609756097561,0.0,0.1951219512195122,0.17073170731707318,0.0,0.0,0.1357615894039735,0.010899596800846059
0.02857142857142857,0.2,0.11428571428571428,0.17142857142857143,0.08571428571428572,0.0,0.2,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.0772626931567329,0.005850340136054423
0.058823529411764705,0.11764705882352941,0.3333333333333333,0.0196078431372549,0.0196078431372549,0.0,0.09803921568627451,0.29411764705882354,0.0196078431372549,0.0392156862745098,0.09444444444444444,0.014135588876073305
0.01818181818181818,0.14545454545454545,0.38181818181818183,0.01818181818181818,0.05454545454545454,0.0,0.05454545454545454,0.2909090909090909,0.01818181818181818,0.01818181818181818,0.13064133016627077,0.017649219467401292
0.038461538461538464,0.11538461538461539,0.34615384615384615,0.038461538461538464,0.11538461538461539,0.0,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.11538461538461539,0.0593607305936073,0.009270216962524655
0.0,0.037037037037037035,0.2222222222222222,0.037037037037037035,0.14814814814814814,0.0,0.2962962962962963,0.037037037037037035,0.14814814814814814,0.07407407407407407,0.06506024096385542,0.010074683737235175
0.045454545454545456,0.25,0.1590909090909091,0.06818181818181818,0.022727272727272728,0.0,0.1590909090909091,0.29545454545454547,0.0,0.0,0.16417910447761194,0.011960514233241508
0.07777777777777778,0.12222222222222222,0.35555555555555557,0.022222222222222223,0.1,0.03333333333333333,0.14444444444444443,0.1111111111111111,0.03333333333333333,0.0,0.0966702470461869,0.01037037037037037
0.04938271604938271,0.20987654320987653,0.09876543209876543,0.024691358024691357,0.14814814814814814,0.0,0.18518518518518517,0.06172839506172839,0.14814814814814814,0.07407407407407407,0.11080711354309165,0.0049264170434723704
0.0,0.2972972972972973,0.21621621621621623,0.10810810810810811,0.1891891891891892,0.0,0.16216216216216217,0.02702702702702703,0.0,0.0,0.09946236559139784,0.012182452722993266
0.1282051282051282,0.05128205128205128,0.2564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.3333333333333333,0.02564102564102564,0.1282051282051282,0.0,0.08496732026143791,0.01292278471765651
0.0273972602739726,0.2968036529680365,0.3972602739726027,0.0228310502283105,0.0136986301369863,0.0,0.1415525114155251,0.0091324200913242,0.0776255707762557,0.0136986301369863,0.10354609929078014,0.019300172130596847
0.05555555555555555,0.3055555555555556,0.2777777777777778,0.0,0.027777777777777776,0.0,0.25,0.0,0.05555555555555555,0.027777777777777776,0.12162162162162163,0.01563786008230453
0.06944444444444445,0.1388888888888889,0.4027777777777778,0.013888888888888888,0.05555555555555555,0.013888888888888888,0.125,0.09722222222222222,0.041666666666666664,0.041666666666666664,0.10227272727272728,0.013151577503429358
0.03389830508474576,0.13559322033898305,0.288135593220339,0.0,0.13559322033898305,0.0,0.2711864406779661,0.05084745762711865,0.0847457627118644,0.0,0.0889894419306184,0.011583516869354275
0.11538461538461539,0.0,0.23076923076923078,0.0,0.5384615384615384,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,0.08201892744479496,0.029322813938198553
0.018518518518518517,0.0,0.2962962962962963,0.05555555555555555,0.2777777777777778,0.0,0.2037037037037037,0.09259259259259259,0.018518518518518517,0.037037037037037035,0.11538461538461539,0.013351623228166437
0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.09090909090909091,0.027437641723356013
0.0,0.36,0.16,0.0,0.12,0.0,0.28,0.0,0.08,0.0,0.09541984732824428,0.01715555555555556
0.0,0.10526315789473684,0.21052631578947367,0.0,0.2631578947368421,0.0,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.05263157894736842,0.09313725490196079,0.011357340720221605
0.05263157894736842,0.10526315789473684,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842,0.5263157894736842,0.10526315789473684,0.0,0.15833333333333333,0.025515543244075102
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.03015075376884422,0.013580246913580247
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.011904761904761904,0.10000000000000002
0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007168458781362007,0.04444444444444446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007017543859649123,0.04444444444444446
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.125,0.0,0.125,0.0,0.375,0.0,0.0,0.125,0.1509433962264151,0.01666666666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.10000000000000002
0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.08695652173913043,0.04444444444444446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.10000000000000002
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.10000000000000002
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.09090909090909091,0.050617283950617285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0958904109589041,0.01383219954648526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015625,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.10000000000000002
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08695652173913043,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03125,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.08,0.04444444444444446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006289308176100629,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001226993865030675,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.003194888178913738,0.04444444444444446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005988023952095809,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056179775280898875,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003898635477582846,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0015015015015015015,0.04444444444444446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003745318352059925,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019417475728155338,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.10000000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
